Organization Name,Legacy_Account_ID,Contact ID,ACT_LegacyID,MembershipWorks_ID,Contact Name,Address,City,State,Postal Code,Country,Email Address,Phone,Website,Self-Study Enrollment Date,Self-Study Expires,Award Date,Award Expiration,County,Licensed Capacity,Number of Classrooms,Number of Staff,Days of Operation,Hours of Operation,Accredited Program,Affiliate Membership,accredited_program,Join Date
A Kid's World of Fun and Learning,,,,5dfaa50ce79c695b3b30e0ef,Tairetha Foster,2616 Kirk Road,West Palm Beach,FL,33406,US,akw2616@yahoo.com,561-967-0844,,10/26/2018,10/26/2020,9/26/2016,9/26/2020,Palm Beach,80,6,8,M-F,6:30 - 6:00,Accredited Program,,accredited_program,16-Jan-12
KinderCare Learning Center #000068,,,,5dfaa50ce79c695b3b30e0f0,Tamara Martin,592 Bell Road,Antioch,TN,37013,US,000068@kindercare.com,615-361-8707,www.kindercare.com/,5/23/2017,5/23/2019,10/15/2019,10/15/2023,Davidson,149,7,12,M-F,6:30 - 6:00,Accredited Program,,accredited_program,9-May-07
KinderCare Learning Center #000320,,,,5dfaa50ce79c695b3b30e0f1,Tameka Donaldson,2274 Stringtown Road,Grove City,OH,43123,US,000320@klcorp.com,614-875-6363,www.kindercare.com/,6/26/2019,6/26/2021,7/11/2017,7/11/2021,Franklin,98,5,13,M-F,6:00 - 6:00,Accredited Program,,accredited_program,4-Apr-07
KinderCare Learning Center #000277,,,,5dfaa50ce79c695b3b30e0f2,Tami Bowen,10406 N. 51st Ave.,Glendale,AZ,85302,US,000277@klcorp.com,623-939-8319,www.kindercare.com/,4/20/2017,4/20/2019,4/8/2019,4/8/2023,Maricopa,147,6,21,M-F,6:00 - 6:30,Accredited Program,,accredited_program,6-Oct-08
"Abby's Child Enrichment Center, Inc.",,,,5dfaa50ce79c695b3b30e0f3,Tami Cox,11293 Grand National Blvd.,Walton,KY,41094,US,tamidcox@gmail.com,859-485-2153,www.abbysnky.com,3/2/2016,3/2/2018,8/28/2018,8/28/2022,Boone,125,6,13,M-F,6:30 - 6:00,Accredited Program,,accredited_program,4-Mar-16
KinderCare Learning Center #000584,,,,5dfaa50ce79c695b3b30e0f4,Tami Dunlap,4422 Clear Lake City Blvd,Houston,TX,77059,US,000584@klcorp.com,281-461-1822,www.kindercare.com/,3/25/2016,3/25/2018,3/1/2018,3/1/2022,Harris,119,6,11,M-F,6:30 - 6:30,Accredited Program,,accredited_program,30-Aug-10
KinderCare Learning Center #300802,,,,5dfaa50ce79c695b3b30e0f5,Tamica Hargrove,14614 Wallisville Road,Houston,TX,77049,US,300802@kindercare.com,713-451-1003,www.kindercare.com/,12/15/2016,12/15/2018,7/30/2018,7/30/2022,Harris,100,6,17,M-F,6:00 - 6:00,Accredited Program,,accredited_program,24-Oct-03
Joseph H. Messina Children's Center,,,,5dfaa50ce79c695b3b30e0f6,Tammy Aronson,4650 Fowler Street,Fort Myers,FL,33907,US,tammya@ccswfl.org,239-278-1148,www.ccswfl.org/locations/child-care-center-fort-myers-page-field/,6/4/2018,6/4/2020,6/7/2016,6/7/2020,Lee,121,9,19,M-F,6:30AM - 11:30PM,Accredited Program,,accredited_program,17-Oct-08
KinderCare Learning Center #301673,,,,5dfaa50ce79c695b3b30e0f7,Tammy Davenport,2111 Fieldstone Pkwy.,Franklin,TN,37069,US,fieldstonefarms@kindercare.com;tdavenport@kindercare.com,615-791-0228,www.kindercare.com/,3/29/2016,3/29/2018,12/20/2017,12/20/2021,Williamson,162,7,11,,6:30 - 6:00,Accredited Program,,accredited_program,6-Dec-04
KinderCare Learning Center #300530,,,,5dfaa50de79c695b3b30e0f8,Tammy Denlinger,4700 Bufort Blvd.,Dayton,OH,45424,US,300530@klcorp.com,937-237-8975,www.kindercare.com/,7/13/2017,7/13/2019,5/10/2019,5/10/2023,Montgomery,96,5,9,M-F,6:30 - 6:00,Accredited Program,,accredited_program,9-Feb-04
KinderCare Learning Center #301682,,,,5dfaa50de79c695b3b30e0f9,Tammy Kinnison,1545 Cross Creeks Blvd.,Pickerington,OH,43147,US,301682@klcorp.com,614-751-9707,www.kindercare.com/,12/29/2016,12/29/2018,12/4/2018,12/4/2022,Fairfield,117,7,15,M-F,6:30 - 6:00,Accredited Program,,accredited_program,1-Nov-03
KinderCare Learning Center #301033,,,,5dfaa50de79c695b3b30e0fa,Tammy R. Whitaker,3410 Garth Road,Baytown,TX,77521,US,301033@klcorp.com,281-422-4224,kindercare.com,7/16/2018,7/16/2020,7/15/2016,7/15/2020,Harris,145,6,11,M-F,6:00 - 6:30,Accredited Program,,accredited_program,14-Feb-05
Wellington Academy LLC,,,,5dfaa50de79c695b3b30e0fb,Tammy Yarter,1024 SE 10th St.,Cape Coral,FL,33990,US,contactusnc@wellingtonacademyschools.com,239-574-8818,wellingtonacademyschools.com,10/16/2017,10/16/2019,8/28/2019,8/28/2023,Lee,216,8,26,M-F,6:30 - 6:00,Accredited Program,,accredited_program,9-Oct-01
P.A. Geraci Child Development Center,,,,5dfaa50de79c695b3b30e0fc,Tanika Devose,3713 Canal St.,Fort Myers,FL,33916,US,tarad@ccswfl.org;angelaa@ccswfl.org,239-337-4995,www.ccswfl.org/locations/child-care-center-fort-myers-dunbar/,8/15/2017,8/15/2019,4/24/2019,4/24/2023,Lee,141,7,14,M-F,6:30 - 5:30,Accredited Program,,accredited_program,28-Dec-06
KinderCare Learning Center #301195,,,,5dfaa50de79c695b3b30e0fd,Tanika Green-Williams,6601 E. W.T. Harris Blvd.,Charlotte,NC,28215,US,301195@klcorp.com,704-536-0830,www.kindercare.com/,2/22/2016,2/22/2018,6/1/2018,6/1/2022,Mecklenburg,127,7,15,M-F,6:30 - 6:30,Accredited Program,,accredited_program,7-Aug-06
KinderCare Learning Center #300957,,,,5dfaa50de79c695b3b30e0fe,Tanya Artis,901 Landmark Drive,Goldsboro,NC,27534,US,300957@klcorp.com;tartis@kindercare.com,919-778-3902,www.kindercare.com/,8/29/2019,8/29/2021,9/8/2017,9/8/2021,Wayne,138,7,10,M-F,6:30 - 6:00,Accredited Program,,accredited_program,22-Jul-05
All About Learning West Allis,,,,5dfaa50de79c695b3b30e0ff,Tanya Graser,2360 S. 106th St.,West Allis,WI,53227,US,westallis@aalchildcare.com,414-545-0100,aalchildcare.com/locations/west-allis.html,5/14/2018,5/14/2020,5/12/2016,5/12/2020,Milwaukee,115,7,17,M-F,6:00 - 6:15,Accredited Program,,accredited_program,29-Jan-07
Geilenkirchen Child Development Center & School Age Program,,,,5dfaa50de79c695b3b30e100,Tanya Trujillo-Martinez,"Unit 3501 Geilenkirchen Flugplantz, Germany 52511",Geilenkirchen,NRW,52511,DE,470abs.svyc@us.af.mil,24516322216,,7/12/2019,7/12/2021,7/26/2017,7/26/2021,,80,5,9,M-F,7:15-5:30,Accredited Program,,accredited_program,15-Oct-09
Hillsborough Co. - Gibsonton Head Start,,,,5dfaa50de79c695b3b30e101,Tara Harrigan,7723 Gibsonton Drive,Gibsonton,FL,33534,US,tara.harrigan@sdhc.k12.fl.us,813-740-7870,www.sdhc.k12.fl.us,12/4/2018,12/4/2020,10/12/2016,10/12/2020,Hillsborough,20,2,3,M-F,7:30 - 2:15,Accredited Program,,accredited_program,11-Mar-10
Hillsborough Co. - Shaw Elementary Head Start,,,,5dfaa50de79c695b3b30e102,Tara Harrigan,11311 N. 15th St.,Tampa,FL,33612,US,tara.harrigan@sdhc.k12.fl.us,813-740-7870,headstart.mysdh.org,12/4/2018,12/4/2020,10/12/2016,10/12/2020,Hillsborough,20,1,3,M-F,7:30 - 2:30,Accredited Program,,accredited_program,12-May-16
Hillsborough Co. - Town & Country Head Start,,,,5dfaa50de79c695b3b30e103,Tara Harrigan,6025 Hanley Road,Tampa,FL,33634,US,tara.harrigan@sdhc.k12.fl.us,813-740-7870,headstart.mysdhc.org,12/4/2018,12/4/2020,10/12/2016,10/12/2020,Hillsborough,40,2,5,M-F,7:30 - 5:30,Accredited Program,,accredited_program,11-Mar-10
Vestavia Day School at Vestavia Hills United Methodist Church,,,,5dfaa50de79c695b3b30e104,TaraKy Eason,2061 Kentucky Ave.,Vestavia Hills,AL,35216,US,teason@vhumc.org,205-769-0128,www.vestaviadayschool.org,11/11/2015,11/11/2017,5/10/2018,5/10/2022,Jefferson,195,18,47,M-F,7:00 - 6:00,Accredited Program,,accredited_program,11-Nov-15
KinderCare Learning Center #000867,,,,5dfaa50de79c695b3b30e105,Tasherra Burney,5381 W. Broad St.,Columbus,OH,43228,US,000867@klcorp.com,614-851-1431,www.kindercare.com/,9/24/2019,9/24/2021,9/19/2017,9/19/2021,Franklin,95,5,11,M-F,6:00 - 6:00,Accredited Program,,accredited_program,28-Feb-08
KinderCare Learning Center #300976,,,,5dfaa50de79c695b3b30e106,Taylor Jordan,713 N. Mustang Road,Mustang,OK,73064,US,300976@kindercare.com,405-376-1330,www.kindercare.com/,10/18/2019,10/18/2021,10/31/2017,10/31/2021,Canadian,99,8,18,M-F,6:00 - 6:00,Accredited Program,,accredited_program,6-Apr-07
My Little Giants Day School,,,,5dfaa50de79c695b3b30e107,Ted Collins,6503 N. Himes Ave.,Tampa,FL,33614,US,thadsmax@yahoo.com,813-935-8088,www.mylittlegiants.com,9/22/2016,9/22/2018,5/29/2018,5/29/2022,Hillsborough,75,5,6,M-F,6:30 - 6:00,Accredited Program,,accredited_program,13-Feb-06
KinderCare Learning Center #301133,,,,5dfaa50de79c695b3b30e109,Tenetta Bryant,1608 Candler Drive,Arlington,TX,76011,US,301133@kindercare.com,817-265-3369,www.kindercare.com/,2/26/2019,2/26/2021,2/20/2017,2/20/2021,Tarrant,133,7,14,M-F,6:00 - 6:30,Accredited Program,,accredited_program,6-Dec-04
KinderCare Learning Center #300100,,,,5dfaa50de79c695b3b30e10a,Teresa Boyd,6017 Westcreek Drive,Fort Worth,TX,76133,US,300100@kindercare.com;terboyd@kindercare.com,817-292-7281,www.kindercare.com/,3/29/2017,3/29/2019,11/15/2019,11/15/2023,Tarrant,100,6,13,M-F,6:00 - 6:30,Accredited Program,,accredited_program,6-Aug-07
KinderCare Learning Center #300091,,,,5dfaa50de79c695b3b30e10b,Terri Bogunia,5387 Burkhardt Road,Dayton,OH,45431,US,300091@kindercare.com,937-253-6907,www.kindercare.com/,1/18/2016,1/18/2018,7/26/2018,7/26/2022,Montgomery,117,6,15,M-F,6:30 - 6:00,Accredited Program,,accredited_program,9-Feb-04
Bright Beginnings Preschool,,,,5dfaa50de79c695b3b30e10c,Terri Goehring,4111 Webber St.,Sarasota,FL,34232,US,brightbeginnings4111@gmail.com,941-921-6722,,8/22/2017,8/22/2019,6/24/2019,6/24/2023,Sarasota,83,6,13,M-F,7:30 - 5:30,Accredited Program,,accredited_program,23-Mar-10
Noah's Ark Christian Learning Center,,,,5dfaa50de79c695b3b30e10d,Terri Schweppe,N63 W23523 Main St.,Sussex,WI,53089,US,naclc@bizwi.rr.com,262-246-9650,www.sussexumc.org/NoahsArk.php,7/20/2015,7/20/2017,4/9/2018,4/9/2022,Waukesha,64,4,12,M-F,6:00 - 6:00,Accredited Program,,accredited_program,29-Jan-07
KinderCare Learning Center #300935,,,,5dfaa50de79c695b3b30e10e,Terri Thomas,6420 College Road,Lisle,IL,60532,US,300935@kindercare.com,630-369-0988,www.kindercare.com/,6/7/2017,6/7/2019,6/27/2019,6/27/2023,DuPage,91,6,14,M-F,6:15 - 6:15,Accredited Program,,accredited_program,6-May-09
KinderCare Learning Center #301833,,,,5dfaa50de79c695b3b30e10f,Terrie McDonald,2303 Oak Myrtle Lane,Wesley Chapel,FL,33544,US,301833@klcorp.com,813-973-3725,www.kindercare.com/,2/20/2019,2/20/2021,2/20/2017,2/20/2021,Pasco,189,8,17,M-F,6:30-6:30,Accredited Program,,accredited_program,
Childcare Network 105-Benning,,,,5dfaa50de79c695b3b30e110,Theresa Taylor,502 Benning Drive,Destin,FL,32541,US,cni105@childcarenetwork.com,850-654-7832,childcarenetwork.com,11/15/2017,11/15/2019,10/2/2019,10/2/2023,Okaloosa,99,7,18,M-F,6:15 - 6:00,Accredited Program,,accredited_program,31-Jan-13
Bright From The Start Intergenerational Center,,,,5dfaa50de79c695b3b30e111,Tiana Razaa,"625 55th St., Ste. #100",Kenosha,WI,53140,US,brightfromthestartkenosha@gmail.com,262-605-2221,www.brighfromthestartkenosha.com,9/3/2019,9/3/2021,9/5/2017,9/5/2021,Kenosha,98,6,8,M-F,5:30 - 6:30,Accredited Program,,accredited_program,4-Dec-15
Rogy's Learning Place Morton,,,,5dfaa50ee79c695b3b30e112,Tiffany Bell,420 Maxine Drive,Morton,IL,61550,US,director.morton@rogys.com,309-263-2062,rogys.com,10/17/2017,10/17/2019,6/7/2019,6/7/2023,Tazewell,168,9,25,M-F,6:30 - 6:00,Accredited Program,,accredited_program,7-Jun-04
KinderCare Learning Center #301228,,,,5dfaa50ee79c695b3b30e113,Tiffany Bethel-Young,8520 NW 44th St.,Sunrise,FL,33351,US,301228@klcorp.com,954-742-8592,www.kindercare.com/,10/10/2017,10/10/2019,8/22/2019,8/22/2023,Broward,150,7,13,M-F,6:30 - 6:00,Accredited Program,,accredited_program,31-Dec-04
Reveille Weekday School,,,,5dfaa50ee79c695b3b30e114,Tiffany Christopher,4200 Cary Street Road,Richmond,VA,23221,US,weekdaydirector@reveilleumc.org,804-359-4600,reveilleweekday.com,10/1/2018,10/1/2020,10/13/2016,10/13/2020,Richmond City,154,15,32,M-F,9:00 - 12:00,Accredited Program,,accredited_program,26-Nov-07
KinderCare Learning Center #071234,,,,5dfaa50ee79c695b3b30e115,Tiffany Cox,836 N. Andover Road,Andover,KS,67002,US,071234@klcorp.com,316-733-2066,www.kindercare.com/,9/14/2017,9/14/2019,8/2/2019,8/2/2023,Butler,99,7,16,M-F,6:00 - 6:00,Accredited Program,,accredited_program,19-May-05
KinderCare Learning Center #300900,,,,5dfaa50ee79c695b3b30e116,Tiffany Patton,1810 E. Southern Ave.,Mesa,AZ,85204,US,300900@klcorp.com,480-892-9327,www.kindercare.com/,8/18/2017,8/18/2019,6/7/2019,6/7/2023,Maricopa,206,7,16,M-F,6:00 - 6:30,Accredited Program,,accredited_program,13-Apr-04
KinderCare Learning Center #300791,,,,5dfaa50ee79c695b3b30e117,Tiffany Piacente,4050 S. Torrey Pines Drive,Las Vegas,NV,89103,US,300791@kindercare.com,702-367-0822,www.kindercare.com/,8/29/2018,8/29/2020,8/29/2016,8/29/2020,Clark,101,5,11,M-F,6:30 - 6:30,Accredited Program,,accredited_program,3-May-10
Atkins Tender Loving Care,,,,5dfaa50ee79c695b3b30e118,Tijuana Williams,2721 RJ Hendley Ave.,Riviera Beach,FL,33404,US,tlatkins@aol.com,561-293-3605,www.atkinstlc.com,11/15/2016,11/15/2018,12/10/2018,12/10/2022,Palm Beach,151,10,18,M-F,6:30 - 5:30,Accredited Program,,accredited_program,23-Nov-16
Castles of Imagination,,,,5dfaa50ee79c695b3b30e119,Tina Gill,820 Bryan Rd.,Brandon,FL,33511,US,castlesbrandon@aol.com,813-689-2036,,9/2/2015,9/2/2017,3/13/2017,3/13/2021,Hillsborough,92,6,15,M-F,6:30 - 6:30,Accredited Program,,accredited_program,29-Jan-07
Endless Discoveries Child Development Center,,,,5dfaa50ee79c695b3b30e11a,Tina Kedy,823 Towne Court,Fort Worth,TX,76179,US,t.kedy@endlessdiscoveriescdc.com,682-286-9662,www.EndlessDiscoveriesCDC.com,8/28/2019,8/28/2021,8/29/2017,8/29/2021,Tarrant,155,8,24,M-F,6:30 - 6:00,Accredited Program,,accredited_program,27-Apr-09
Delaware Child Development Center Bartlesville,,,,5dfaa50ee79c695b3b30e11b,Tina McClintic,5106 E. Tuxedo Blvd.,Bartlesville,OK,74006,US,tmcclintic@delawarechild.org,918-977-3647,www.delawarechild.org/dcdc.html,9/5/2013,9/5/2015,11/14/2017,11/14/2021,Washington,152,10,11,M-F,6:30-6:00,Accredited Program,,accredited_program,29-Oct-10
Fruit Cove Baptist Weekday Preschool,,,,5dfaa50ee79c695b3b30e11c,Toni Gellerstedt,501 State Road 13,Jacksonville,FL,32259,US,toni@fruitcove.com,904-230-8781,www.fruitcove.com,5/30/2017,5/30/2019,5/29/2018,5/29/2022,St. Johns,261,18,50,M-F,9:15 - 1:00,Accredited Program,,accredited_program,2-Jun-04
KinderCare Learning Center #300215,,,,5dfaa50ee79c695b3b30e11d,Tonya Little Reid,6603 Idlewild Road,Charlotte,NC,28212,US,300215@klcorp.com,704-535-1915,www.kindercare.com/,10/31/2019,10/31/2021,10/31/2017,10/31/2021,Macklenburg,129,5,8,M-F,6:30-6:30,Accredited Program,,accredited_program,15-Jul-11
Brighter Beginnings Early Learning Center,,,,5dfaa50ee79c695b3b30e11e,Tori Gehrke,1612 Truax Blvd.,Eau Claire,WI,54703,US,bbelcdirector@gmail.com,715-831-9944,www.brighterbeginningselc.com,7/29/2016,7/29/2018,5/14/2018,5/14/2022,Eau Claire,140,8,27,M-F,5:30 - 6:30,Accredited Program,,accredited_program,12-May-05
All About Learning - Hartland,,,,5dfaa50ee79c695b3b30e11f,Tracy Aslin and Sara Burns-Hall,880 Rose Drive,Hartland,WI,53029,US,hartland@aalchildcare.com,262-367-9717,www.aalchildcare.com,2/3/2017,2/3/2019,12/31/2018,12/31/2022,Waukesha,48,9,10,M-F,6:00 - 6:15,Accredited Program,,accredited_program,9-May-05
Children's Nest Day School,,,,5dfaa50ee79c695b3b30e120,Tracy Bailey,1311 Mendonsa Road,Plant City,FL,33563,US,tracy@childrensnest.net,813-759-0605,childrensnest.net,9/18/2017,9/18/2019,6/10/2019,6/10/2023,Hillsborough,165,8,14,M-F,6:30 - 6:00,Accredited Program,,accredited_program,12-Oct-06
University of Texas Child Development Center-Comal,,,,5dfaa50ee79c695b3b30e121,Tracy Dyess,2205 Comal St.,Austin,TX,78722,US,tracy.dyess@austin.utexas.edu,512-475-9500,www.utexas.edu/childcenter,3/22/2018,3/22/2020,11/26/2019,11/26/2023,Travis,228,14,55,M-F,7:15 - 6:00,Accredited Program,,accredited_program,22-Nov-06
Coppell Early Care and Education,,,,5dfaa50ee79c695b3b30e122,Tymothy Smith and Angela Polinick,103 Samuel Blvd.,Coppell,TX,75019,US,coppell@earlycareandeducation.com,972-304-2000,www.earlycareandeducation.com,11/27/2019,11/27/2021,12/4/2017,12/4/2021,Denton,195,11,27,M-F,6:30-6:30,Accredited Program,,accredited_program,14-Oct-11
KinderCare Learning Center #301307,,,,5dfaa50ee79c695b3b30e123,Valeria Benson-Pritchett,2941 Ridgeway Road,Memphis,TN,38115,US,301307@klcorp.com,901-795-6350,www.kindercare.com/,9/15/2016,9/15/2018,4/27/2018,4/27/2022,Shelby,135,8,13,M-F,6:30 - 6:00,Accredited Program,,accredited_program,19-Oct-06
Kids R Kids of West Houston,,,,5dfaa50ee79c695b3b30e124,Valerie Hill,6020 N. Eldridge Pkwy.,Houston,TX,77041,US,valerieh@krknortheldridge.com,713-466-3310,www.krknortheldridge.com,11/29/2017,11/30/2019,12/6/2019,12/6/2023,Harris,326,13,45,M-F,6:30 - 6:30,Accredited Program,,accredited_program,23-Apr-15
Kid's Community College Riverview South,,,,5dfaa50ee79c695b3b30e125,Vandrese Williams,10030 Mathog Road,Riverview,FL,33578,US,vwilliams@kidscc.org,813-999-2828,www.mykidscc.org,4/10/2017,4/10/2019,3/6/2019,3/6/2023,Hillsborough,104,10,15,M-F,6:45 - 6:15,Accredited Program,,accredited_program,19-May-14
CFM Rosa Valdez Center,,,,5dfaa50ee79c695b3b30e126,Vanessa Mitchell,1802 N. Albany Ave.,Tampa,FL,33607,US,vmitchell@cornerstonefm.org;cstone@cornerstonefm.org;mmelgar@cornerstonefm.org,813-867-1227,www.cornerstonefamilyministries.org,6/30/2016,6/30/2018,8/8/2018,8/8/2022,Hillsborough,113,6,18,M-F,7:00 - 6:00,Accredited Program,,accredited_program,29-Jan-07
Strong Foundations Center for Early Learning and Resiliency,,,,5dfaa50ee79c695b3b30e127,Vanessa Rodriguez,2302 W. Colter St.,Phoenix,AZ,85015,US,v.rodriguez@homewardboundaz.org,602-374-8770,,8/23/2019,8/23/2021,6/22/2017,6/22/2021,Maricopa,123,7,21,M-F,7:00 - 6:00,Accredited Program,,accredited_program,24-Mar-09
Leap Ahead Learning Center,,,,5dfaa50ee79c695b3b30e128,Varuna Agarwal,1100 SW 24th Ave.,Deerfield Beach,FL,33442,US,president@leapaheadlearningcenter.com,954-426-9898,leapaheadlearningcenter.com/,1/19/2017,1/19/2019,7/31/2018,7/31/2022,Broward,248,12,21,M-F,7:00 - 6:00,Accredited Program,,accredited_program,25-Sep-07
RCMA Volusia Child Development Center,,,,5dfaa50ee79c695b3b30e129,Veronica Clark,"100 New Hope Avenue, Suite D",Seville,FL,32190,US,veronicac@rcma.org,386-749-6962,rcma.org,6/21/2018,6/21/2020,6/21/2016,6/21/2020,Volusia,95,5,17,M-F,6:30 - 4:30,Accredited Program,,accredited_program,13-Apr-07
Handprints Child Care,,,,5dfaa50ee79c695b3b30e12a,Veronica Harts,2805 Peavy Road,Dallas,TX,75228,US,vharts@handprintschildcare.com,214-327-3236,www.handprintschildcare.com,2/27/2019,2/27/2021,6/13/2016,6/13/2020,Dallas,179,9,18,M-F,6:30 - 6:00,Accredited Program,,accredited_program,21-Jan-15
Kinder Castle,,,,5dfaa50ee79c695b3b30e12b,Vicki Duggan,309 Bizzel Ave.,Midwest City,OK,73110,US,vickiduggan@childcareinc.com,405-737-8790,,1/30/2018,1/30/2020,12/5/2019,12/5/2023,Oklahoma,260,12,41,Mon-Sat,24 hrs,Accredited Program,,accredited_program,11-Jul-11
KinderCare Learning Center #000548,,,,5dfaa50ee79c695b3b30e12c,Vicki Gilbreath,1321 North West Hwy.,Garland,TX,75041,US,000548@klcorp.com,972-278-9558,www.kindercare.com/,2/20/2018,2/20/2020,2/16/2016,2/16/2020,Dallas,127,7,11,M-F,6:30-6:30,Accredited Program,,accredited_program,18-Jul-12
Cadence Academy Preschool,,,,5dfaa50fe79c695b3b30e12d,Victoria Bellucci,30 N. Old Budler Road,Romeoville,IL,60446,US,romeo@cadence-academy.com,815-407-1511,rogys.com,10/5/2018,10/5/2020,10/7/2016,10/7/2020,Will,145,7,18,M-F,6:00 - 6:30,Accredited Program,,accredited_program,19-Mar-07
Lionheart Early Learning,,,,5dfaa50fe79c695b3b30e12e,Victoria Brandenburg,2717 Northgate Drive,Iowa City,IA,52245,US,vickie@lionheartkids.net,319-337-8870,www.lionheartkids.net,11/18/2019,11/18/2021,12/4/2017,12/4/2021,Johnson,164,8,15,M-F,6:30 - 6:00,Accredited Program,,accredited_program,24-Sep-15
Catholic Charities DBA Jesu 1,,,,5dfaa50fe79c695b3b30e12f,Victoria Jackson,2900 W. Heading,West Peoria,IL,61604,US,jesu@rng3.com,309-636-7550,rogys.com,6/20/2018,6/20/2020,6/16/2016,6/16/2020,Peoria,104,6,14,M-Th,6:00 - 6:00,Accredited Program,,accredited_program,21-Mar-07
"Tiny Tots Daycare Center, LLC",,,,5dfaa50fe79c695b3b30e130,Victoria Mendoza,4431 S. Highway 92,Sierra Vista,AZ,85650,US,tinytotsvictoria@yahoo.com,520-803-9534,,4/29/2016,4/29/2018,9/6/2018,9/6/2022,Cochise,45,5,9,M-F,6:00-7:00,Accredited Program,,accredited_program,28-Feb-11
Garden City Child Development Center,,,,5dfaa50fe79c695b3b30e131,Victoria Miller and Yolanda Stewart,406 N. 1st St,Buckeye,AZ,85326,US,admin@gardencitycdc.com,623-386-2246,gardencitycdc.com,4/5/2017,4/5/2019,5/20/2019,5/20/2020,,53,4,13,Mon-Sat,5:30 - 6:30,Accredited Program,,accredited_program,9-Sep-13
KinderCare Learning Center #300295,,,,5dfaa50fe79c695b3b30e132,Victoria Sabin,3602 Fairmont Pkwy.,Pasadena,TX,77504,US,300295@kindercare.com;vsabin@kindercare.com,281-487-5335,www.kindercare.com/,11/22/2017,11/22/2019,10/28/2019,10/28/2023,Harris,102,5,8,M-F,6:00 - 6:30,Accredited Program,,accredited_program,27-Feb-09
KinderCare Learning Center #301329,,,,5dfaa50fe79c695b3b30e133,Victoria Silva,6550 Broken Sound Pkwy.,Boca Raton,FL,33487,US,301329@kindercare.com;victoria.silva@kindercare.com,561-997-5244,www.kindercare.com/,2/6/2018,2/6/2020,12/16/2019,12/16/2023,Palm Beach,132,8,20,M-F,7:00 - 6:00,Accredited Program,,accredited_program,31-Dec-04
R'Club Early Learning Academy @ Lemon Street,,,,5dfaa50fe79c695b3b30e134,Virginia Botts,1019 E. Lemon St.,Tarpon Springs,FL,34689,US,ela-lemonst@rclub.net,727-938-1611,rclub.net/,5/9/2018,5/9/2020,5/12/2016,5/12/2020,Pinellas,110,5,6,M-F,6:30-6:00,Accredited Program,,accredited_program,20-Jun-02
KinderCare Learning Center #300765,,,,5dfaa50fe79c695b3b30e135,Virginia S. Griffith,437 Knoll Street Northwest,Vienna,VA,22180,US,300765@klcorp.com,703-938-7040,www.kindercare.com/,10/21/2016,10/21/2018,6/28/2018,6/28/2022,Fairfax,87,6,14,M-F,6:30 - 6:30,Accredited Program,,accredited_program,10-Jan-05
"Sunshine Academy, LLC",,,,5dfaa50fe79c695b3b30e136,Vyacheslav Shevchenko,1230 Palm Coast Pkwy. NW,Palm Coast,FL,32137,US,academyofsunshine@yahoo.com,386-445-2822,www.academyofsunshine.com,6/4/2019,6/4/2021,5/23/2017,5/23/2021,Flagler,208,10,29,M-F,6:00 - 6:00,Accredited Program,,accredited_program,29-Apr-10
The Mother's Heart,,,,5dfaa50fe79c695b3b30e137,Wanda Vincent,1600 Patio Terrace,Arlington,TX,76010,US,wvincent_mothersheart@hotmail.com,817-462-0025,,8/30/2019,8/30/2021,8/31/2017,8/31/2021,Tarrant,102,5,10,M-F,6:30 - 6:30,Accredited Program,,accredited_program,29-Jul-15
TenderCare Christian Child Care Center,,,,5dfaa50fe79c695b3b30e138,Wendy Bahr,5229 W. Capitol Drive,Milwaukee,WI,53216,US,wbahr@tendercarechristian.org,414-447-8396,,11/5/2018,11/5/2020,11/15/2016,11/15/2020,Milwaukee,90,8,18,M-F,6:00 - 6:00,Accredited Program,,accredited_program,29-Nov-10
